placement_label,placement_file,traffic,rate,seeds,sample_count,reservation_weight,vc_pressure_weight,express_info_mode,express_info_period,express_info_delay,express_info_bits,express_admission_fraction,express_reservation_mode,accepted_throughput_mean,accepted_throughput_sd,average_packet_latency_cycles_mean,average_packet_latency_cycles_sd,average_hops_mean,average_hops_sd,express_traversals_per_packet_mean,express_traversals_per_packet_sd,delivered_escape_fraction_mean,delivered_escape_fraction_sd,max_link_utilization_mean,max_link_utilization_sd
Greedy,express_mesh_project/results/design_space/b32_d1/aspl.json,uniform_random,0.7,[3],1,0.6,1.0,distance-gossip,1,1,4,1.0,registered,0.240045703125,0.0,22555.5854967,0.0,4.58115669162,0.0,0.19184280771185608,0.0,0.0689034368998,0.0,0.498516666667,0.0
