section,topology_label,topology_class,traffic,rate,sample_count,completion_count,accepted_throughput_mean,accepted_throughput_sd,accepted_throughput_ci95,average_packet_latency_cycles_mean,average_packet_latency_cycles_sd,average_packet_latency_cycles_ci95,average_hops_mean,average_hops_sd,average_hops_ci95,delivered_escape_fraction_mean,delivered_escape_fraction_sd,delivered_escape_fraction_ci95,max_link_utilization_mean,max_link_utilization_sd,max_link_utilization_ci95,p95_link_utilization_mean,p95_link_utilization_sd,p95_link_utilization_ci95,link_utilization_cv_mean,link_utilization_cv_sd,link_utilization_cv_ci95,per_source_throughput_jain_mean,per_source_throughput_jain_sd,per_source_throughput_jain_ci95,express_traversals_per_packet_mean
cross,mixture_greedy,greedy,bit_complement,0.65,4,4,0.1745287890625,9.182142845385153e-05,8.998499988477449e-05,27026.785952475002,45.55208961552679,44.641047823216255,6.647529357005,0.0010246118945229738,0.0010041196566325144,0.17824106465725,0.0005185524853983956,0.0005081814356904277,0.84232,0.0008307025139402321,0.0008140884636614274,0.6419874999999999,0.0011550865768417428,0.001131984845304908,0.574153814467,0.00016544313810327822,0.00016213427534121267,0.875159326302,0.0003569639643044848,0.0003498246850183951,0.3691241679541868
cross,mixture_greedy,greedy,cutstress_bidirectional,0.65,4,4,0.2292012890625,1.9916972435979302e-05,1.9518632987259717e-05,14845.698713025,25.211985241587673,24.70774553675592,2.9269767333725,0.0015790101551301059,0.0015474299520275036,0.00502628332068,4.523240940658897e-05,4.432776121845719e-05,0.76362,7.615773105865694e-05,7.46345764374838e-05,0.74999,0.0,0.0,1.2350579364224998,0.0003342362811448541,0.00032755155552195703,0.89581839566825,0.0003119894662395592,0.000305749676914768,0.17751164582074655
cross,mixture_greedy,greedy,tornado,0.65,4,4,0.24190609375,6.0671561801707805e-05,5.945813056567365e-05,10915.948001775,15.799513174336903,15.483522910850166,3.5288727580575,0.0002730776105712788,0.0002676160583598532,0.0194388924676,0.00034198110600541326,0.000335141483885305,0.7492099999999999,4.966554808582041e-05,4.8672237124104e-05,0.7348825,0.0004287481778387064,0.00042017321428193224,1.1466730884775,0.00010398767639151787,0.00010190792286368751,0.88236308974,0.00023219828606284025,0.00022755432034158343,0.16180364865340158
cross,mixture_greedy,greedy,uniform_random,0.65,4,4,0.2858569921875,0.0009233108907053969,0.0009048446728912889,6789.5734628875,209.03238474555613,204.851737050645,4.6418448711349996,0.0016126566922811077,0.0015804035584354855,0.057777885332725,0.0005129414198284041,0.000502682591431836,0.6502450000000001,0.002978707773515217,0.0029191336180449125,0.5291250000000001,0.0026293281778178097,0.0025767416142614533,0.31076182789675,0.000421564635003613,0.0004131333423035407,0.97326724099225,0.0006049673575267487,0.0005928680103762138,0.1690600275392884
cross,mixture_sa,sa,bit_complement,0.65,4,4,0.1823544140625,0.0001118504377570032,0.00010961342900186312,25590.529172825,50.491429602422514,49.481601010374064,6.480373996965,0.0006688582668724793,0.0006554811015350297,0.15849933945925,0.00045310664585444327,0.0004440445129373544,0.8562624999999999,0.0003745552918684533,0.0003670641860310842,0.74021,0.0004492215489043334,0.00044023711792624674,0.60526072510625,0.00028606010484814263,0.0002803389027511798,0.885084022407,0.0005109618307228224,0.000500742594108366,0.3795892741644779
cross,mixture_sa,sa,cutstress_bidirectional,0.65,4,4,0.252491796875,6.606123609245916e-05,6.474001137060997e-05,9068.844560775,15.037494549265489,14.736744658280179,2.7129654608625,0.0013376692771439127,0.0013109158916010345,0.00020978312970225,1.286144631145184e-05,1.2604217385222804e-05,0.751575,0.00022516660498392776,0.0002206632728842492,0.5968525,0.0019284773786591347,0.001889907831085952,1.1330344670975,0.0003035703216237283,0.00029749891519125377,0.8932814977195,0.00021086879925759805,0.0002066514232724461,0.31725456986857664
cross,mixture_sa,sa,tornado,0.65,4,4,0.2605044140625,0.00014426963230924184,0.000141384239663057,8484.6422839975,27.02543326726535,26.484924601920042,3.32692847116,0.0004018688135439312,0.0003938314372730526,0.00717177412317,2.7392286065013845e-05,2.684444034371357e-05,0.74999,0.0,0.0,0.739885,0.0001933045955652738,0.0001894385036539683,1.1083493774550002,0.00020501038197987253,0.00020091017434027507,0.91263529567375,8.360067695306809e-05,8.192866341400673e-05,0.23383181269773157
cross,mixture_sa,sa,uniform_random,0.65,4,4,0.2825907421875,6.930333373696384e-05,6.791726706222457e-05,7347.55366728,25.40128007889136,24.893254477313533,4.5773765139375,0.0007164528205799935,0.0007021237641683936,0.06824826854125,5.8937763830372747e-05,5.775900855376529e-05,0.6133075,0.00205108711012804,0.0020100653679254793,0.5582374999999999,0.0005355604541039013,0.0005248492450218233,0.33846495948525,0.0003517075931311567,0.0003446734412685336,0.97199389471,0.00013898031596628482,0.00013620070964695912,0.1924918142869153
cross,random_p1,random,bit_complement,0.65,2,2,0.1497196875,1.988737822086455e-05,2.756249999999016e-05,29616.784028050002,10.694911223039462,14.822390729998657,6.60811866075,0.0007944301835958335,0.00110102406119978,0.26262462925950003,7.064202441418163e-05,9.790485082002641e-05,0.85639,0.00031112698372207803,0.00043119999999999595,0.638245,0.00012020815280171555,0.0001666000000000034,0.6846847346545,0.00031422800970333964,0.000435497802739968,0.798591229079,0.00021198070926218204,0.00029379027412004485,0.19506402375377785
cross,random_p1,random,cutstress_bidirectional,0.65,2,2,0.19428109375,1.3258252147256119e-05,1.8375000000011577e-05,19263.577282,29.236038813416158,40.51908254799935,3.0415788046900003,0.0010412627478476725,0.0014431165420000535,0.0014733783033250001,6.814207945247852e-05,9.444010387140013e-05,0.7537,0.00014142135623729392,0.0001959999999999784,0.74605,0.0,0.0,1.3743512468949999,0.00019989760918835567,0.0002770439518001266,0.82549488657,0.0004358200093667505,0.0006040157166400272,0.042136110501134555
cross,random_p1,random,tornado,0.65,2,2,0.21203414062499998,1.690427148774861e-05,2.342812500001068e-05,17378.42871015,5.960314286518763,8.260574154000931,3.8139575846650002,1.1221593698525734e-05,1.555233539989764e-05,0.019489785567950002,7.82551899829679e-06,1.0845615997999644e-05,0.74999,0.0,0.0,0.74999,0.0,0.0,1.2223425188950001,3.846526539371685e-06,5.331013800007334e-06,0.8682743185305,0.00013851112039347805,0.00019196661889995023,0.04736965622639418
cross,random_p1,random,uniform_random,0.65,2,2,0.2858634375,0.0003270368862987618,0.0004532499999999772,6362.089568765,64.25318084032584,89.05036537459989,4.67163568449,0.0009051926625933134,0.0012545330252000753,0.0233675450064,0.0005075358045609243,0.0007034087378359997,0.6795249999999999,0.0011101576464628516,0.001538599999999961,0.541315,0.0026940768363208105,0.0037338000000000887,0.3381906358045,0.0006679737644538296,0.0009257644058600166,0.968034871772,0.0010420491736249364,0.0014442064725200597,0.16172283830220813
cross,random_p10,random,bit_complement,0.65,2,2,0.13865695312499998,0.00014352057949396015,0.00019890937500000426,33806.63415405,21.675583317534567,30.040825822005278,6.77394596976,0.004057950165864888,0.00562403199680027,0.2754406133075,0.0005667045998732466,0.0007854125043799641,0.8221050000000001,0.000997020561473048,0.0013818000000000218,0.579975,0.0010253048327204595,0.001420999999999952,0.709179982923,0.0010687614828581774,0.001481227844320014,0.8256965556225,0.0011292028753566213,0.0015649953405800286,0.200355664218146
cross,random_p10,random,cutstress_bidirectional,0.65,2,2,0.189805703125,1.0938058021477467e-05,1.5159374999997309e-05,20279.0450585,29.887208639884832,41.42155788399948,3.06879365744,0.0012153094169993451,0.0016843329188002088,0.012722300572849999,7.668581760594715e-05,0.00010628112083399993,0.813965,0.00030405591591024474,0.00042140000000004055,0.74999,0.0,0.0,1.403622699445,0.0002680117629221657,0.0003714453526000483,0.822862002028,0.00046186028148676426,0.0006401056925200365,0.03552605021502192
cross,random_p10,random,tornado,0.65,2,2,0.215768046875,2.9057669289383694e-05,4.027187499999862e-05,16518.88122175,1.5628552566653326,2.166006878002154,3.805521063405,0.00023700640335947782,0.00032847411660023694,0.0163301139638,8.054383767106594e-05,0.00011162806384799847,0.74999,0.0,0.0,0.74999,0.0,0.0,1.224819673725,2.9424191018485048e-05,4.07798482001942e-05,0.8694709541455,2.8321267781372375e-05,3.925127458001665e-05,0.062047962568365644
cross,random_p10,random,uniform_random,0.65,2,2,0.274911015625,0.00013512368646735414,0.0001872718749999824,7622.769026495,37.36351301944304,51.783187113000054,4.704454889255,0.0009667784741828194,0.001339886605399716,0.033624260251649996,0.00011338368402501512,0.00015714176882600199,0.70919,0.0019233304448274488,0.0026656000000000544,0.56149,0.0016404877323527823,0.0022735999999999885,0.3656369500045,0.00010193000748638894,0.0001412677830200415,0.9502432359474999,0.00011616598890790458,0.00016099784666004033,0.18169178205328354
cross,random_p2,random,bit_complement,0.65,2,2,0.15967171875,6.56283481288648e-05,9.095624999998385e-05,27888.2197529,16.766785463582305,23.237579091998192,6.579791639635,0.0023653718780538026,0.0032782381701996137,0.22065063395149997,0.0007722663139839634,0.0010703065050999998,0.85337,0.0021778888860545464,0.003018399999999972,0.672215,0.0007566042558695383,0.0010485999999999063,0.6679244374065,0.0004097435524714594,0.0005678755912200684,0.8175518030115,0.0003028229769494299,0.00041969123378007725,0.2651621264584252
cross,random_p2,random,cutstress_bidirectional,0.65,2,2,0.2021859375,2.9389125593052342e-05,4.0731249999981234e-05,18449.54607865,14.999849007531198,20.788730101999246,3.07172223314,0.0015688284563452907,0.00217428531040035,0.001420024578255,2.547695555227227e-05,3.5309258948599966e-05,0.7550399999999999,2.8284271247411683e-05,3.91999999999304e-05,0.74999,0.0,0.0,1.292673823315,0.00039646545961490346,0.0005494730933998814,0.8454233529324999,0.00030022234144572526,0.0004160869368599518,0.09054435877697917
cross,random_p2,random,tornado,0.65,2,2,0.211684609375,4.529902816961838e-06,6.278124999979928e-06,16693.547575149998,2.0548907020247538,2.8479332139978215,3.85029837023,0.00010118333171701744,0.0001402329432002958,0.020443887316199998,2.2358720805179553e-05,3.098760607599844e-05,0.7515700000000001,0.00015556349186103901,0.00021559999999999798,0.74999,0.0,0.0,1.2233998002050002,0.00015974644566473062,0.0002213972781999596,0.855676523082,4.78652176736232e-06,6.633780719997872e-06,0.03558581167146542
cross,random_p2,random,uniform_random,0.65,2,2,0.28227507812499997,0.00019920523851239269,0.00027608437499999303,6723.114513515,5.387671659162081,7.466931963400165,4.62673664673,0.001302220378164853,0.0018047853655993682,0.042839508142750005,0.001040462951883227,0.0014420080813460046,0.63432,0.0018950461735799584,0.0026264000000000153,0.538655,0.0002474873734153429,0.000343000000000071,0.332004032398,0.0006938433318044913,0.000961617797000046,0.9612099584105,0.0003976270020040809,0.0005510829090199264,0.156300532676443
cross,random_p3,random,bit_complement,0.65,2,2,0.165838203125,3.4581941017390725e-05,4.7928124999980784e-05,26626.28754205,58.25759552308889,80.74090806599843,6.514591563985,0.001970069884865615,0.0027303775589997592,0.18205944825550002,0.0005849551574175581,0.0008107064866599994,0.8727,0.0004808326112068622,0.0006664000000000136,0.6496550000000001,0.003075914498161457,0.004262999999999965,0.6456781351535,0.00032442446544645126,0.00044962936942001265,0.8243699122505,0.0006976963135216295,0.0009669577572199994,0.3065624192354057
