traffic,placement_label,rate,express_info_mode,express_info_period,express_info_delay,express_info_bits,express_admission_fraction,express_reservation_mode,reservation_weight,vc_pressure_weight,requested_seeds,completed_seeds,requested_sample_count,sample_count,failed_sample_count,accepted_throughput_mean,accepted_throughput_sd,average_packet_latency_cycles_mean,average_packet_latency_cycles_sd,average_hops_mean,average_hops_sd,express_traversals_per_packet_mean,express_traversals_per_packet_sd,delivered_escape_fraction_mean,delivered_escape_fraction_sd,max_link_utilization_mean,max_link_utilization_sd
uniform_random,greedy,0.7,distance-gossip,1,1,4,1.0,registered,0.6,1.0,[3],[3],1,1,0,0.29318645833333334,0.0,5688.646492917999,0.0,4.609788,0.0,0.20332712757453128,0.0,0.04686828276942645,0.0,0.59225,0.0
