traffic,series,configured_injection_rate,sample_count,seeds,accepted_throughput_mean,accepted_throughput_sd,average_packet_latency_cycles_mean,average_packet_latency_cycles_sd,express_traversals_per_packet_mean,escape_fraction_mean,max_link_utilization_mean,no_progress_runs
tornado,aspl,0.8,3,"[1, 2, 3]",0.2774994791666667,5.41583196057982e-05,3558.6050646666663,10.907932806767802,0.3777741272045714,0.01898965399826667,0.7578111111110001,0
tornado,bitcomp_aspl,0.3,3,"[1, 2, 3]",0.14974947916666667,0.000138655837565022,12.878065782233334,0.004797712914359342,0.08891454071426101,0.0,0.4545444444446667,0
tornado,bitcomp_aspl,0.5,3,"[1, 2, 3]",0.21425972222233333,7.347176264926442e-05,1601.59692295,6.373176917901526,0.09374980142444102,0.00181828379743,0.7494555555556666,0
tornado,bitcomp_aspl,0.7,3,"[1, 2, 3]",0.224848263889,3.2538075567736455e-05,4758.20580326,2.2420068603969137,0.11094597849547143,0.022010980584199997,0.7500111111113332,0
tornado,bitcomp_aspl,0.8,3,"[1, 2, 3]",0.226812673611,0.00017143901625679749,5981.523370503334,13.86097358624602,0.11842620725553461,0.028409008946966668,0.7517888888890001,0
tornado,mesh,0.3,3,"[1, 2, 3]",0.14974965277766666,0.00013986182673158135,13.383940947433333,0.0014426259782409669,0.0,0.0,0.4548000000003333,0
tornado,mesh,0.5,3,"[1, 2, 3]",0.209134722222,6.511504549878003e-05,1888.4001898466668,9.331684454099097,0.0,0.0021110603852933334,0.749966666667,0
tornado,mesh,0.7,3,"[1, 2, 3]",0.2099131944446667,3.323099891964044e-05,5592.88134408,5.656496888843099,0.0,0.026797598835333336,0.749966666667,0
tornado,mesh,0.8,3,"[1, 2, 3]",0.21017569444433334,8.293452024896024e-06,6845.9462815100005,7.865182994331388,0.0,0.0349443477363,0.7517888888890001,0
tornado,random,0.3,3,"[1, 2, 3]",0.14974947916666667,0.00013933500418363836,13.117228541533335,0.0023451530549572163,0.1086024511519782,0.0,0.5285222222223334,0
tornado,random,0.5,3,"[1, 2, 3]",0.207669965278,8.774182574282531e-05,2002.39372164,7.58366154324284,0.09404617358136569,0.0021259557285466667,0.749966666667,0
tornado,random,0.7,3,"[1, 2, 3]",0.22180347222233332,8.19573169051459e-05,4735.491614073333,1.0216028270230466,0.090987019879965,0.025397067322766666,0.7504333333333334,0
tornado,random,0.8,3,"[1, 2, 3]",0.22237881944433335,1.92371765328706e-05,6062.804942326667,11.154037437536607,0.09246608377668121,0.0330423075965,0.7517888888890001,0
tornado,stride_aspl,0.3,3,"[1, 2, 3]",0.14974895833333332,0.00013781201473542776,11.2742125954,0.007435858745952338,0.4712855699842122,0.0,0.454122222222,0
tornado,stride_aspl,0.5,3,"[1, 2, 3]",0.23759149305566665,0.00017110007005075725,563.005999751,6.618665521748381,0.38822592435149766,0.001448153708698,0.7269555555556666,0
tornado,stride_aspl,0.7,3,"[1, 2, 3]",0.26812708333333335,0.00012412963792618267,2877.9083968833334,14.4571540072423,0.3793462561147713,0.016330601030033334,0.7499111111113334,0
