traffic,placement_label,rate,express_info_mode,express_info_period,express_info_delay,express_info_bits,express_admission_fraction,express_reservation_mode,reservation_weight,vc_pressure_weight,requested_seeds,completed_seeds,requested_sample_count,sample_count,failed_sample_count,accepted_throughput_mean,accepted_throughput_sd,average_packet_latency_cycles_mean,average_packet_latency_cycles_sd,average_hops_mean,average_hops_sd,express_traversals_per_packet_mean,express_traversals_per_packet_sd,delivered_escape_fraction_mean,delivered_escape_fraction_sd,max_link_utilization_mean,max_link_utilization_sd
uniform_random,greedy,0.7,distance-gossip,1,1,4,1.0,registered,0.6,1.0,"[1, 2, 4, 5, 6, 7, 8, 9, 10]","[1, 2, 4, 5, 6, 7, 8, 9, 10]",9,9,0,0.29059855324074074,0.005148515899558092,5800.635904146667,255.69792244798248,4.606062888888889,0.003267756548629425,0.2031976043793851,0.0005147247828838149,0.04790102988977543,0.002007210820860688,0.5848368888888889,0.01394664569389754
