placement_label,placement_file,traffic,rate,seeds,sample_count,reservation_weight,vc_pressure_weight,express_info_mode,express_info_period,express_info_delay,express_info_bits,express_admission_fraction,express_reservation_mode,accepted_throughput_mean,accepted_throughput_sd,average_packet_latency_cycles_mean,average_packet_latency_cycles_sd,average_hops_mean,average_hops_sd,express_traversals_per_packet_mean,express_traversals_per_packet_sd,delivered_escape_fraction_mean,delivered_escape_fraction_sd,max_link_utilization_mean,max_link_utilization_sd
Greedy,express_mesh_project/results/design_space/b32_d1/aspl.json,uniform_random,0.7,"[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",20,0.6,1.0,distance-gossip,1,1,4,1.0,registered,0.290185078125,0.012339111274330416,5813.4196068215,1076.2372347130688,4.61177171248,0.008313848019213093,0.19604179074840214,0.0012106224629743827,0.047130268530595,0.0055714345910886625,0.5827033333333,0.021924592056518383
